Character,Chosen Tone,Review Status,Possible Source Tones,Readings,Pingshui Rhyme Group,Rhyme Group Source,Source Row Count,Notes,Chosen Ping-Ze,Source Ping-Ze,Preliminary Source
釴,入,"=IF(B8103="""",""Needs decision"",""Ready"")",入,,入聲十三職,"Pingshui main list, Wikisource-derived DOCX",,Pingshui main-list expansion; 詞 entries ignored,"=IF(B8103="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B8103)),OR(ISNUMBER(SEARCH(""上"",B8103)),ISNUMBER(SEARCH(""去"",B8103)),ISNUMBER(SEARCH(""入"",B8103)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B8103)),""平"",""仄"")))","=IF(D8103="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D8103)),OR(ISNUMBER(SEARCH(""上"",D8103)),ISNUMBER(SEARCH(""去"",D8103)),ISNUMBER(SEARCH(""入"",D8103)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D8103)),""平"",""仄"")))",Pingshui main list expansion
鈀,平,"=IF(B8104="""",""Needs decision"",""Ready"")",平,,下平聲六麻,"Pingshui main list, Wikisource-derived DOCX",,Pingshui main-list expansion; 詞 entries ignored,"=IF(B8104="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B8104)),OR(ISNUMBER(SEARCH(""上"",B8104)),ISNUMBER(SEARCH(""去"",B8104)),ISNUMBER(SEARCH(""入"",B8104)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B8104)),""平"",""仄"")))","=IF(D8104="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D8104)),OR(ISNUMBER(SEARCH(""上"",D8104)),ISNUMBER(SEARCH(""去"",D8104)),ISNUMBER(SEARCH(""入"",D8104)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D8104)),""平"",""仄"")))",Pingshui main list expansion
鈁,平,"=IF(B8105="""",""Needs decision"",""Ready"")",平,,下平聲七陽,"Pingshui main list, Wikisource-derived DOCX",,Pingshui main-list expansion; 詞 entries ignored,"=IF(B8105="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B8105)),OR(ISNUMBER(SEARCH(""上"",B8105)),ISNUMBER(SEARCH(""去"",B8105)),ISNUMBER(SEARCH(""入"",B8105)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B8105)),""平"",""仄"")))","=IF(D8105="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D8105)),OR(ISNUMBER(SEARCH(""上"",D8105)),ISNUMBER(SEARCH(""去"",D8105)),ISNUMBER(SEARCH(""入"",D8105)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D8105)),""平"",""仄"")))",Pingshui main list expansion
鈑,上,"=IF(B8106="""",""Needs decision"",""Ready"")",上,,上聲十五潸,"Pingshui main list, Wikisource-derived DOCX",,Pingshui main-list expansion; 詞 entries ignored,"=IF(B8106="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B8106)),OR(ISNUMBER(SEARCH(""上"",B8106)),ISNUMBER(SEARCH(""去"",B8106)),ISNUMBER(SEARCH(""入"",B8106)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B8106)),""平"",""仄"")))","=IF(D8106="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D8106)),OR(ISNUMBER(SEARCH(""上"",D8106)),ISNUMBER(SEARCH(""去"",D8106)),ISNUMBER(SEARCH(""入"",D8106)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D8106)),""平"",""仄"")))",Pingshui main list expansion
鈒,入,"=IF(B8107="""",""Needs decision"",""Ready"")",入,,入聲十四緝; 入聲十五合,"Pingshui main list, Wikisource-derived DOCX",,Pingshui main-list expansion; 詞 entries ignored,"=IF(B8107="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B8107)),OR(ISNUMBER(SEARCH(""上"",B8107)),ISNUMBER(SEARCH(""去"",B8107)),ISNUMBER(SEARCH(""入"",B8107)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B8107)),""平"",""仄"")))","=IF(D8107="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D8107)),OR(ISNUMBER(SEARCH(""上"",D8107)),ISNUMBER(SEARCH(""去"",D8107)),ISNUMBER(SEARCH(""入"",D8107)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D8107)),""平"",""仄"")))",Pingshui main list expansion
鈸,入,"=IF(B8108="""",""Needs decision"",""Ready"")",入,,入聲七曷,"Pingshui main list, Wikisource-derived DOCX",,Pingshui main-list expansion; 詞 entries ignored,"=IF(B8108="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B8108)),OR(ISNUMBER(SEARCH(""上"",B8108)),ISNUMBER(SEARCH(""去"",B8108)),ISNUMBER(SEARCH(""入"",B8108)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B8108)),""平"",""仄"")))","=IF(D8108="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D8108)),OR(ISNUMBER(SEARCH(""上"",D8108)),ISNUMBER(SEARCH(""去"",D8108)),ISNUMBER(SEARCH(""入"",D8108)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D8108)),""平"",""仄"")))",Pingshui main list expansion
鉀,入,"=IF(B8109="""",""Needs decision"",""Ready"")",入,,入聲十七洽,"Pingshui main list, Wikisource-derived DOCX",,Pingshui main-list expansion; 詞 entries ignored,"=IF(B8109="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B8109)),OR(ISNUMBER(SEARCH(""上"",B8109)),ISNUMBER(SEARCH(""去"",B8109)),ISNUMBER(SEARCH(""入"",B8109)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B8109)),""平"",""仄"")))","=IF(D8109="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D8109)),OR(ISNUMBER(SEARCH(""上"",D8109)),ISNUMBER(SEARCH(""去"",D8109)),ISNUMBER(SEARCH(""入"",D8109)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D8109)),""平"",""仄"")))",Pingshui main list expansion
鉈,平,"=IF(B8110="""",""Needs decision"",""Ready"")",平,,下平聲六麻,"Pingshui main list, Wikisource-derived DOCX",,Pingshui main-list expansion; 詞 entries ignored,"=IF(B8110="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B8110)),OR(ISNUMBER(SEARCH(""上"",B8110)),ISNUMBER(SEARCH(""去"",B8110)),ISNUMBER(SEARCH(""入"",B8110)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B8110)),""平"",""仄"")))","=IF(D8110="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D8110)),OR(ISNUMBER(SEARCH(""上"",D8110)),ISNUMBER(SEARCH(""去"",D8110)),ISNUMBER(SEARCH(""入"",D8110)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D8110)),""平"",""仄"")))",Pingshui main list expansion
鉊,平,"=IF(B8111="""",""Needs decision"",""Ready"")",平,,下平聲二蕭,"Pingshui main list, Wikisource-derived DOCX",,Pingshui main-list expansion; 詞 entries ignored,"=IF(B8111="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B8111)),OR(ISNUMBER(SEARCH(""上"",B8111)),ISNUMBER(SEARCH(""去"",B8111)),ISNUMBER(SEARCH(""入"",B8111)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B8111)),""平"",""仄"")))","=IF(D8111="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D8111)),OR(ISNUMBER(SEARCH(""上"",D8111)),ISNUMBER(SEARCH(""去"",D8111)),ISNUMBER(SEARCH(""入"",D8111)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D8111)),""平"",""仄"")))",Pingshui main list expansion
鉋,平,"=IF(B8112="""",""Needs decision"",""Ready"")",平,,下平聲三肴,"Pingshui main list, Wikisource-derived DOCX",,Pingshui main-list expansion; 詞 entries ignored,"=IF(B8112="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B8112)),OR(ISNUMBER(SEARCH(""上"",B8112)),ISNUMBER(SEARCH(""去"",B8112)),ISNUMBER(SEARCH(""入"",B8112)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B8112)),""平"",""仄"")))","=IF(D8112="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D8112)),OR(ISNUMBER(SEARCH(""上"",D8112)),ISNUMBER(SEARCH(""去"",D8112)),ISNUMBER(SEARCH(""入"",D8112)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D8112)),""平"",""仄"")))",Pingshui main list expansion
鉍,入,"=IF(B8113="""",""Needs decision"",""Ready"")",入,,入聲四質,"Pingshui main list, Wikisource-derived DOCX",,Pingshui main-list expansion; 詞 entries ignored,"=IF(B8113="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B8113)),OR(ISNUMBER(SEARCH(""上"",B8113)),ISNUMBER(SEARCH(""去"",B8113)),ISNUMBER(SEARCH(""入"",B8113)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B8113)),""平"",""仄"")))","=IF(D8113="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D8113)),OR(ISNUMBER(SEARCH(""上"",D8113)),ISNUMBER(SEARCH(""去"",D8113)),ISNUMBER(SEARCH(""入"",D8113)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D8113)),""平"",""仄"")))",Pingshui main list expansion
鉒,去,"=IF(B8114="""",""Needs decision"",""Ready"")",去,,去聲七遇,"Pingshui main list, Wikisource-derived DOCX",,Pingshui main-list expansion; 詞 entries ignored,"=IF(B8114="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B8114)),OR(ISNUMBER(SEARCH(""上"",B8114)),ISNUMBER(SEARCH(""去"",B8114)),ISNUMBER(SEARCH(""入"",B8114)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B8114)),""平"",""仄"")))","=IF(D8114="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D8114)),OR(ISNUMBER(SEARCH(""上"",D8114)),ISNUMBER(SEARCH(""去"",D8114)),ISNUMBER(SEARCH(""入"",D8114)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D8114)),""平"",""仄"")))",Pingshui main list expansion
鉠,平,"=IF(B8115="""",""Needs decision"",""Ready"")",平,,下平聲七陽,"Pingshui main list, Wikisource-derived DOCX",,Pingshui main-list expansion; 詞 entries ignored,"=IF(B8115="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B8115)),OR(ISNUMBER(SEARCH(""上"",B8115)),ISNUMBER(SEARCH(""去"",B8115)),ISNUMBER(SEARCH(""入"",B8115)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B8115)),""平"",""仄"")))","=IF(D8115="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D8115)),OR(ISNUMBER(SEARCH(""上"",D8115)),ISNUMBER(SEARCH(""去"",D8115)),ISNUMBER(SEARCH(""入"",D8115)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D8115)),""平"",""仄"")))",Pingshui main list expansion
鉹,平,"=IF(B8116="""",""Needs decision"",""Ready"")",平,,上平聲四支,"Pingshui main list, Wikisource-derived DOCX",,Pingshui main-list expansion; 詞 entries ignored,"=IF(B8116="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B8116)),OR(ISNUMBER(SEARCH(""上"",B8116)),ISNUMBER(SEARCH(""去"",B8116)),ISNUMBER(SEARCH(""入"",B8116)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B8116)),""平"",""仄"")))","=IF(D8116="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D8116)),OR(ISNUMBER(SEARCH(""上"",D8116)),ISNUMBER(SEARCH(""去"",D8116)),ISNUMBER(SEARCH(""入"",D8116)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D8116)),""平"",""仄"")))",Pingshui main list expansion
銎,平,"=IF(B8117="""",""Needs decision"",""Ready"")",平,,上平聲二冬,"Pingshui main list, Wikisource-derived DOCX",,Pingshui main-list expansion; 詞 entries ignored,"=IF(B8117="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B8117)),OR(ISNUMBER(SEARCH(""上"",B8117)),ISNUMBER(SEARCH(""去"",B8117)),ISNUMBER(SEARCH(""入"",B8117)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B8117)),""平"",""仄"")))","=IF(D8117="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D8117)),OR(ISNUMBER(SEARCH(""上"",D8117)),ISNUMBER(SEARCH(""去"",D8117)),ISNUMBER(SEARCH(""入"",D8117)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D8117)),""平"",""仄"")))",Pingshui main list expansion
銙,上,"=IF(B8118="""",""Needs decision"",""Ready"")",上,,上聲二十一馬,"Pingshui main list, Wikisource-derived DOCX",,Pingshui main-list expansion; 詞 entries ignored,"=IF(B8118="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B8118)),OR(ISNUMBER(SEARCH(""上"",B8118)),ISNUMBER(SEARCH(""去"",B8118)),ISNUMBER(SEARCH(""入"",B8118)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B8118)),""平"",""仄"")))","=IF(D8118="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D8118)),OR(ISNUMBER(SEARCH(""上"",D8118)),ISNUMBER(SEARCH(""去"",D8118)),ISNUMBER(SEARCH(""入"",D8118)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D8118)),""平"",""仄"")))",Pingshui main list expansion
銶,平,"=IF(B8119="""",""Needs decision"",""Ready"")",平,,下平聲十一尤,"Pingshui main list, Wikisource-derived DOCX",,Pingshui main-list expansion; 詞 entries ignored,"=IF(B8119="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B8119)),OR(ISNUMBER(SEARCH(""上"",B8119)),ISNUMBER(SEARCH(""去"",B8119)),ISNUMBER(SEARCH(""入"",B8119)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B8119)),""平"",""仄"")))","=IF(D8119="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D8119)),OR(ISNUMBER(SEARCH(""上"",D8119)),ISNUMBER(SEARCH(""去"",D8119)),ISNUMBER(SEARCH(""入"",D8119)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D8119)),""平"",""仄"")))",Pingshui main list expansion
銻,平,"=IF(B8120="""",""Needs decision"",""Ready"")",平,,上平聲八齊,"Pingshui main list, Wikisource-derived DOCX",,Pingshui main-list expansion; 詞 entries ignored,"=IF(B8120="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B8120)),OR(ISNUMBER(SEARCH(""上"",B8120)),ISNUMBER(SEARCH(""去"",B8120)),ISNUMBER(SEARCH(""入"",B8120)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B8120)),""平"",""仄"")))","=IF(D8120="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D8120)),OR(ISNUMBER(SEARCH(""上"",D8120)),ISNUMBER(SEARCH(""去"",D8120)),ISNUMBER(SEARCH(""入"",D8120)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D8120)),""平"",""仄"")))",Pingshui main list expansion
銼,去,"=IF(B8121="""",""Needs decision"",""Ready"")",去,,去聲二十一箇,"Pingshui main list, Wikisource-derived DOCX",,Pingshui main-list expansion; 詞 entries ignored,"=IF(B8121="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B8121)),OR(ISNUMBER(SEARCH(""上"",B8121)),ISNUMBER(SEARCH(""去"",B8121)),ISNUMBER(SEARCH(""入"",B8121)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B8121)),""平"",""仄"")))","=IF(D8121="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D8121)),OR(ISNUMBER(SEARCH(""上"",D8121)),ISNUMBER(SEARCH(""去"",D8121)),ISNUMBER(SEARCH(""入"",D8121)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D8121)),""平"",""仄"")))",Pingshui main list expansion
鋂,平,"=IF(B8122="""",""Needs decision"",""Ready"")",平,,上平聲十灰,"Pingshui main list, Wikisource-derived DOCX",,Pingshui main-list expansion; 詞 entries ignored,"=IF(B8122="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B8122)),OR(ISNUMBER(SEARCH(""上"",B8122)),ISNUMBER(SEARCH(""去"",B8122)),ISNUMBER(SEARCH(""入"",B8122)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B8122)),""平"",""仄"")))","=IF(D8122="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D8122)),OR(ISNUMBER(SEARCH(""上"",D8122)),ISNUMBER(SEARCH(""去"",D8122)),ISNUMBER(SEARCH(""入"",D8122)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D8122)),""平"",""仄"")))",Pingshui main list expansion
鋃,平,"=IF(B8123="""",""Needs decision"",""Ready"")",平,,下平聲七陽,"Pingshui main list, Wikisource-derived DOCX",,Pingshui main-list expansion; 詞 entries ignored,"=IF(B8123="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B8123)),OR(ISNUMBER(SEARCH(""上"",B8123)),ISNUMBER(SEARCH(""去"",B8123)),ISNUMBER(SEARCH(""入"",B8123)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B8123)),""平"",""仄"")))","=IF(D8123="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D8123)),OR(ISNUMBER(SEARCH(""上"",D8123)),ISNUMBER(SEARCH(""去"",D8123)),ISNUMBER(SEARCH(""入"",D8123)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D8123)),""平"",""仄"")))",Pingshui main list expansion
鋈,入,"=IF(B8124="""",""Needs decision"",""Ready"")",入,,入聲二沃,"Pingshui main list, Wikisource-derived DOCX",,Pingshui main-list expansion; 詞 entries ignored,"=IF(B8124="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B8124)),OR(ISNUMBER(SEARCH(""上"",B8124)),ISNUMBER(SEARCH(""去"",B8124)),ISNUMBER(SEARCH(""入"",B8124)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B8124)),""平"",""仄"")))","=IF(D8124="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D8124)),OR(ISNUMBER(SEARCH(""上"",D8124)),ISNUMBER(SEARCH(""去"",D8124)),ISNUMBER(SEARCH(""入"",D8124)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D8124)),""平"",""仄"")))",Pingshui main list expansion
鋘,平,"=IF(B8125="""",""Needs decision"",""Ready"")",平,,上平聲七虞; 下平聲六麻,"Pingshui main list, Wikisource-derived DOCX",,Pingshui main-list expansion; 詞 entries ignored,"=IF(B8125="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B8125)),OR(ISNUMBER(SEARCH(""上"",B8125)),ISNUMBER(SEARCH(""去"",B8125)),ISNUMBER(SEARCH(""入"",B8125)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B8125)),""平"",""仄"")))","=IF(D8125="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D8125)),OR(ISNUMBER(SEARCH(""上"",D8125)),ISNUMBER(SEARCH(""去"",D8125)),ISNUMBER(SEARCH(""入"",D8125)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D8125)),""平"",""仄"")))",Pingshui main list expansion
鋝,入,"=IF(B8126="""",""Needs decision"",""Ready"")",入,,入聲九屑,"Pingshui main list, Wikisource-derived DOCX",,Pingshui main-list expansion; 詞 entries ignored,"=IF(B8126="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B8126)),OR(ISNUMBER(SEARCH(""上"",B8126)),ISNUMBER(SEARCH(""去"",B8126)),ISNUMBER(SEARCH(""入"",B8126)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B8126)),""平"",""仄"")))","=IF(D8126="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D8126)),OR(ISNUMBER(SEARCH(""上"",D8126)),ISNUMBER(SEARCH(""去"",D8126)),ISNUMBER(SEARCH(""入"",D8126)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D8126)),""平"",""仄"")))",Pingshui main list expansion
鋟,上,"=IF(B8127="""",""Needs decision"",""Ready"")",上,,上聲二十六寢,"Pingshui main list, Wikisource-derived DOCX",,Pingshui main-list expansion; 詞 entries ignored,"=IF(B8127="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B8127)),OR(ISNUMBER(SEARCH(""上"",B8127)),ISNUMBER(SEARCH(""去"",B8127)),ISNUMBER(SEARCH(""入"",B8127)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B8127)),""平"",""仄"")))","=IF(D8127="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D8127)),OR(ISNUMBER(SEARCH(""上"",D8127)),ISNUMBER(SEARCH(""去"",D8127)),ISNUMBER(SEARCH(""入"",D8127)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D8127)),""平"",""仄"")))",Pingshui main list expansion
錏,平,"=IF(B8128="""",""Needs decision"",""Ready"")",平,,下平聲六麻,"Pingshui main list, Wikisource-derived DOCX",,Pingshui main-list expansion; 詞 entries ignored,"=IF(B8128="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B8128)),OR(ISNUMBER(SEARCH(""上"",B8128)),ISNUMBER(SEARCH(""去"",B8128)),ISNUMBER(SEARCH(""入"",B8128)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B8128)),""平"",""仄"")))","=IF(D8128="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D8128)),OR(ISNUMBER(SEARCH(""上"",D8128)),ISNUMBER(SEARCH(""去"",D8128)),ISNUMBER(SEARCH(""入"",D8128)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D8128)),""平"",""仄"")))",Pingshui main list expansion
錙,平,"=IF(B8129="""",""Needs decision"",""Ready"")",平,,上平聲四支,"Pingshui main list, Wikisource-derived DOCX",,Pingshui main-list expansion; 詞 entries ignored,"=IF(B8129="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B8129)),OR(ISNUMBER(SEARCH(""上"",B8129)),ISNUMBER(SEARCH(""去"",B8129)),ISNUMBER(SEARCH(""入"",B8129)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B8129)),""平"",""仄"")))","=IF(D8129="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D8129)),OR(ISNUMBER(SEARCH(""上"",D8129)),ISNUMBER(SEARCH(""去"",D8129)),ISNUMBER(SEARCH(""入"",D8129)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D8129)),""平"",""仄"")))",Pingshui main list expansion
錞,,"=IF(B8130="""",""Needs decision"",""Ready"")",平/上,,上平聲十一真; 上聲十賄,"Pingshui main list, Wikisource-derived DOCX",,Pingshui main-list expansion; 詞 entries ignored,"=IF(B8130="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B8130)),OR(ISNUMBER(SEARCH(""上"",B8130)),ISNUMBER(SEARCH(""去"",B8130)),ISNUMBER(SEARCH(""入"",B8130)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B8130)),""平"",""仄"")))","=IF(D8130="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D8130)),OR(ISNUMBER(SEARCH(""上"",D8130)),ISNUMBER(SEARCH(""去"",D8130)),ISNUMBER(SEARCH(""入"",D8130)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D8130)),""平"",""仄"")))",Pingshui main list expansion
錟,平,"=IF(B8131="""",""Needs decision"",""Ready"")",平,,下平聲十三覃,"Pingshui main list, Wikisource-derived DOCX",,Pingshui main-list expansion; 詞 entries ignored,"=IF(B8131="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B8131)),OR(ISNUMBER(SEARCH(""上"",B8131)),ISNUMBER(SEARCH(""去"",B8131)),ISNUMBER(SEARCH(""入"",B8131)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B8131)),""平"",""仄"")))","=IF(D8131="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D8131)),OR(ISNUMBER(SEARCH(""上"",D8131)),ISNUMBER(SEARCH(""去"",D8131)),ISNUMBER(SEARCH(""入"",D8131)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D8131)),""平"",""仄"")))",Pingshui main list expansion
錤,平,"=IF(B8132="""",""Needs decision"",""Ready"")",平,,上平聲四支,"Pingshui main list, Wikisource-derived DOCX",,Pingshui main-list expansion; 詞 entries ignored,"=IF(B8132="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B8132)),OR(ISNUMBER(SEARCH(""上"",B8132)),ISNUMBER(SEARCH(""去"",B8132)),ISNUMBER(SEARCH(""入"",B8132)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B8132)),""平"",""仄"")))","=IF(D8132="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D8132)),OR(ISNUMBER(SEARCH(""上"",D8132)),ISNUMBER(SEARCH(""去"",D8132)),ISNUMBER(SEARCH(""入"",D8132)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D8132)),""平"",""仄"")))",Pingshui main list expansion
鍋,平,"=IF(B8133="""",""Needs decision"",""Ready"")",平,,下平聲五歌,"Pingshui main list, Wikisource-derived DOCX",,Pingshui main-list expansion; 詞 entries ignored,"=IF(B8133="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B8133)),OR(ISNUMBER(SEARCH(""上"",B8133)),ISNUMBER(SEARCH(""去"",B8133)),ISNUMBER(SEARCH(""入"",B8133)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B8133)),""平"",""仄"")))","=IF(D8133="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D8133)),OR(ISNUMBER(SEARCH(""上"",D8133)),ISNUMBER(SEARCH(""去"",D8133)),ISNUMBER(SEARCH(""入"",D8133)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D8133)),""平"",""仄"")))",Pingshui main list expansion
鍍,去,"=IF(B8134="""",""Needs decision"",""Ready"")",去,,去聲七遇,"Pingshui main list, Wikisource-derived DOCX",,Pingshui main-list expansion; 詞 entries ignored,"=IF(B8134="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B8134)),OR(ISNUMBER(SEARCH(""上"",B8134)),ISNUMBER(SEARCH(""去"",B8134)),ISNUMBER(SEARCH(""入"",B8134)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B8134)),""平"",""仄"")))","=IF(D8134="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D8134)),OR(ISNUMBER(SEARCH(""上"",D8134)),ISNUMBER(SEARCH(""去"",D8134)),ISNUMBER(SEARCH(""入"",D8134)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D8134)),""平"",""仄"")))",Pingshui main list expansion
鍑,去,"=IF(B8135="""",""Needs decision"",""Ready"")",去,,去聲二十六宥,"Pingshui main list, Wikisource-derived DOCX",,Pingshui main-list expansion; 詞 entries ignored,"=IF(B8135="""","""",IF(AND(ISNUMBER(SEARCH(""平"",B8135)),OR(ISNUMBER(SEARCH(""上"",B8135)),ISNUMBER(SEARCH(""去"",B8135)),ISNUMBER(SEARCH(""入"",B8135)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",B8135)),""平"",""仄"")))","=IF(D8135="""","""",IF(AND(ISNUMBER(SEARCH(""平"",D8135)),OR(ISNUMBER(SEARCH(""上"",D8135)),ISNUMBER(SEARCH(""去"",D8135)),ISNUMBER(SEARCH(""入"",D8135)))),""Ambiguous"",IF(ISNUMBER(SEARCH(""平"",D8135)),""平"",""仄"")))",Pingshui main list expansion
